,date,TotalBeds,TotalBeds_change,TotalBeds_change_7day,TotalBeds_change_14day,TotalBeds_7day,TotalBeds_14day,TotalOpenBeds,TotalOpenBeds_change,TotalOpenBeds_change_7day,TotalOpenBeds_change_14day,TotalOpenBeds_7day,TotalOpenBeds_14day,TotalInUseBedsNonCOVID,TotalInUseBedsNonCOVID_change,TotalInUseBedsNonCOVID_change_7day,TotalInUseBedsNonCOVID_change_14day,TotalInUseBedsNonCOVID_7day,TotalInUseBedsNonCOVID_14day,TotalInUseBedsCOVID,TotalInUseBedsCOVID_change,TotalInUseBedsCOVID_change_7day,TotalInUseBedsCOVID_change_14day,TotalInUseBedsCOVID_7day,TotalInUseBedsCOVID_14day,ICUBeds,ICUBeds_change,ICUBeds_change_7day,ICUBeds_change_14day,ICUBeds_7day,ICUBeds_14day,ICUOpenBeds,ICUOpenBeds_change,ICUOpenBeds_change_7day,ICUOpenBeds_change_14day,ICUOpenBeds_7day,ICUOpenBeds_14day,ICUInUseBedsNonCOVID,ICUInUseBedsNonCOVID_change,ICUInUseBedsNonCOVID_change_7day,ICUInUseBedsNonCOVID_change_14day,ICUInUseBedsNonCOVID_7day,ICUInUseBedsNonCOVID_14day,ICUInUseBedsCOVID,ICUInUseBedsCOVID_change,ICUInUseBedsCOVID_change_7day,ICUInUseBedsCOVID_change_14day,ICUInUseBedsCOVID_7day,ICUInUseBedsCOVID_14day,VentilatorCapacity,VentilatorCapacity_change,VentilatorCapacity_change_7day,VentilatorCapacity_change_14day,VentilatorCapacity_7day,VentilatorCapacity_14day,VentilatorAvailable,VentilatorAvailable_change,VentilatorAvailable_change_7day,VentilatorAvailable_change_14day,VentilatorAvailable_7day,VentilatorAvailable_14day,VentilatorInUseNonCOVID,VentilatorInUseNonCOVID_change,VentilatorInUseNonCOVID_change_7day,VentilatorInUseNonCOVID_change_14day,VentilatorInUseNonCOVID_7day,VentilatorInUseNonCOVID_14day,VentilatorInUseCOVID,VentilatorInUseCOVID_change,VentilatorInUseCOVID_change_7day,VentilatorInUseCOVID_change_14day,VentilatorInUseCOVID_7day,VentilatorInUseCOVID_14day
113,2020-08-03,35054,59.0,-12.857142857142858,-4.285714285714286,35084.71428571428,35104.28571428572,14618,-201.0,72.0,23.214285714285715,13797.57142857143,13735.0,18940,182.0,-101.0,-29.642857142857142,19861.428571428572,19939.85714285714,1496,78.0,16.142857142857142,2.142857142857143,1425.7142857142858,1429.4285714285713,3814,24.0,-0.8571428571428571,-7.5,3810.714285714286,3828.0714285714284,1783,2.0,7.0,-1.0,1664.857142857143,1665.857142857143,1666,4.0,-13.0,-9.714285714285714,1797.4285714285713,1821.142857142857,365,18.0,5.142857142857143,3.2142857142857144,348.42857142857144,341.07142857142856,5747,0.0,-3.142857142857143,0.7857142857142857,5769.142857142857,5764.928571428572,4570,-4.0,16.571428571428573,2.7142857142857144,4571.571428571428,4559.357142857143,1052,11.0,-19.285714285714285,-0.7142857142857143,1057.5714285714287,1073.9285714285713,125,-7.0,-0.42857142857142855,-1.2142857142857142,140.0,131.64285714285714
114,2020-08-04,35043,-11.0,-13.714285714285714,-4.214285714285714,35071.0,35100.07142857143,13502,-1116.0,14.142857142857142,8.285714285714286,13811.714285714286,13743.285714285714,19989,1049.0,-36.57142857142857,-19.357142857142858,19824.85714285714,19920.5,1552,56.0,8.714285714285714,6.857142857142857,1434.4285714285713,1436.2857142857142,3814,0.0,-1.0,-5.714285714285714,3809.714285714286,3822.3571428571427,1655,-128.0,0.2857142857142857,-2.2857142857142856,1665.142857142857,1663.5714285714287,1791,125.0,-3.142857142857143,-5.642857142857143,1794.2857142857142,1815.5,368,3.0,1.8571428571428572,2.2142857142857144,350.2857142857143,343.2857142857143,5747,0.0,-4.571428571428571,0.21428571428571427,5764.571428571428,5765.142857142857,4582,12.0,7.714285714285714,5.357142857142857,4579.285714285715,4564.714285714285,1036,-16.0,-9.0,-4.928571428571429,1048.5714285714287,1069.0,129,4.0,-3.2857142857142856,-0.21428571428571427,136.71428571428572,131.42857142857142
115,2020-08-05,35052,9.0,-10.142857142857142,-5.5,35060.857142857145,35094.57142857143,13224,-278.0,-5.571428571428571,3.5714285714285716,13806.142857142857,13746.857142857143,20311,322.0,-13.857142857142858,-12.214285714285714,19811.0,19908.285714285714,1517,-35.0,9.285714285714286,3.142857142857143,1443.7142857142858,1439.4285714285713,3814,0.0,-0.14285714285714285,-5.642857142857143,3809.5714285714284,3816.714285714286,1626,-29.0,-2.0,-3.7857142857142856,1663.142857142857,1659.7857142857142,1842,51.0,2.857142857142857,-4.5,1797.142857142857,1811.0,346,-22.0,-1.0,2.642857142857143,349.2857142857143,345.92857142857144,5741,-6.0,-7.285714285714286,-0.21428571428571427,5757.285714285715,5764.928571428572,4598,16.0,0.0,6.142857142857143,4579.285714285715,4570.857142857143,1011,-25.0,-4.857142857142857,-6.142857142857143,1043.7142857142858,1062.857142857143,132,3.0,-2.4285714285714284,-0.21428571428571427,134.28571428571428,131.21428571428572
116,2020-08-06,35036,-16.0,-16.0,-11.714285714285714,35044.857142857145,35082.857142857145,13216,-8.0,18.428571428571427,6.142857142857143,13824.57142857143,13753.0,20334,23.0,-51.142857142857146,-18.928571428571427,19759.85714285714,19889.35714285714,1486,-31.0,16.714285714285715,1.0714285714285714,1460.4285714285713,1440.5,3813,-1.0,-1.1428571428571428,-5.428571428571429,3808.4285714285716,3811.285714285714,1632,6.0,9.142857142857142,-0.42857142857142855,1672.2857142857142,1659.357142857143,1848,6.0,-8.428571428571429,-5.571428571428571,1788.7142857142858,1805.4285714285713,333,-13.0,-1.8571428571428572,0.5714285714285714,347.42857142857144,346.5,5751,10.0,-5.571428571428571,-1.0714285714285714,5751.714285714285,5763.857142857143,4572,-26.0,-2.7142857142857144,-2.0,4576.571428571428,4568.857142857143,1054,43.0,0.42857142857142855,0.21428571428571427,1044.142857142857,1063.0714285714287,125,-7.0,-3.2857142857142856,0.7142857142857143,131.0,131.92857142857142
117,2020-08-07,35028,-8.0,-20.0,-8.142857142857142,35024.857142857145,35074.71428571428,13538,322.0,13.428571428571429,18.785714285714285,13838.0,13771.785714285714,19952,-382.0,-60.714285714285715,-34.07142857142857,19699.14285714286,19855.285714285714,1538,52.0,27.285714285714285,7.142857142857143,1487.7142857142858,1447.642857142857,3814,1.0,-1.5714285714285714,-0.42857142857142855,3806.8571428571427,3810.8571428571427,1637,5.0,2.5714285714285716,3.642857142857143,1674.857142857143,1663.0,1839,-9.0,-4.714285714285714,-3.857142857142857,1784.0,1801.5714285714287,338,5.0,0.5714285714285714,-0.21428571428571427,348.0,346.2857142857143,5741,-10.0,-5.714285714285714,-1.7857142857142858,5746.0,5762.071428571428,4606,34.0,-1.1428571428571428,2.0,4575.428571428572,4570.857142857143,1010,-44.0,-1.2857142857142858,-4.857142857142857,1042.857142857143,1058.2142857142858,125,0.0,-3.2857142857142856,1.0714285714285714,127.71428571428571,133.0
118,2020-08-08,34570,-458.0,-56.57142857142857,-36.57142857142857,34968.28571428572,35038.142857142855,13835,297.0,-16.285714285714285,-27.642857142857142,13821.714285714286,13744.142857142857,19247,-705.0,-51.857142857142854,-15.642857142857142,19647.285714285714,19839.64285714286,1488,-50.0,11.571428571428571,6.714285714285714,1499.2857142857142,1454.357142857143,3771,-43.0,-2.5714285714285716,-2.142857142857143,3804.285714285714,3808.714285714286,1659,22.0,7.0,-0.07142857142857142,1681.857142857143,1662.9285714285713,1790,-49.0,-7.142857142857143,-0.42857142857142855,1776.857142857143,1801.142857142857,322,-16.0,-2.4285714285714284,-1.6428571428571428,345.57142857142856,344.64285714285717,5729,-12.0,-2.7142857142857144,-2.642857142857143,5743.285714285715,5759.428571428572,4476,-130.0,-7.142857142857143,-8.714285714285714,4568.285714285715,4562.142857142857,1139,129.0,6.142857142857143,6.428571428571429,1049.0,1064.642857142857,114,-11.0,-1.7142857142857142,-0.35714285714285715,126.0,132.64285714285714
119,2020-08-09,34587,17.0,-58.285714285714285,-34.357142857142854,34910.0,35003.78571428572,14132,297.0,-98.14285714285714,-19.571428571428573,13723.57142857143,13724.57142857143,18974,-273.0,30.857142857142858,-19.357142857142858,19678.14285714286,19820.285714285714,1481,-7.0,9.0,4.571428571428571,1508.2857142857142,1458.9285714285713,3773,2.0,-2.4285714285714284,-2.0,3801.8571428571427,3806.714285714286,1736,77.0,-6.428571428571429,3.7142857142857144,1675.4285714285713,1666.642857142857,1685,-105.0,3.2857142857142856,-5.857142857142857,1780.142857142857,1795.2857142857142,352,30.0,0.7142857142857143,0.14285714285714285,346.2857142857143,344.7857142857143,5712,-17.0,-5.0,-4.142857142857143,5738.285714285715,5755.285714285715,4458,-18.0,-16.571428571428573,-8.785714285714286,4551.714285714285,4553.357142857143,1116,-23.0,10.714285714285714,3.642857142857143,1059.7142857142858,1068.2857142857142,138,24.0,0.8571428571428571,1.0,126.85714285714286,133.64285714285714
120,2020-08-10,34641,54.0,-59.0,-35.92857142857143,34851.0,34967.857142857145,14044,-88.0,-82.0,-5.0,13641.57142857143,13719.57142857143,19138,164.0,28.285714285714285,-36.357142857142854,19706.428571428572,19783.928571428572,1459,-22.0,-5.285714285714286,5.428571428571429,1503.0,1464.357142857143,3789,16.0,-3.5714285714285716,-2.2142857142857144,3798.285714285714,3804.5,1760,24.0,-3.2857142857142856,1.8571428571428572,1672.142857142857,1668.5,1693,8.0,3.857142857142857,-4.571428571428571,1784.0,1790.7142857142858,336,-16.0,-4.142857142857143,0.5,342.14285714285717,345.2857142857143,5707,-5.0,-5.714285714285714,-4.428571428571429,5732.571428571428,5750.857142857143,4568,110.0,-0.2857142857142857,8.142857142857142,4551.428571428572,4561.5,1012,-104.0,-5.714285714285714,-12.5,1054.0,1055.7857142857142,127,-11.0,0.2857142857142857,-0.07142857142857142,127.14285714285714,133.57142857142858
121,2020-08-11,34600,-41.0,-63.285714285714285,-38.5,34787.71428571428,34929.357142857145,12875,-1169.0,-89.57142857142857,-37.714285714285715,13552.0,13681.857142857143,20200,1062.0,30.142857142857142,-3.2142857142857144,19736.571428571428,19780.714285714286,1525,66.0,-3.857142857142857,2.4285714285714284,1499.142857142857,1466.7857142857142,3793,4.0,-3.0,-2.0,3795.285714285714,3802.5,1621,-139.0,-4.857142857142857,-2.2857142857142856,1667.2857142857142,1666.2142857142858,1815,122.0,3.4285714285714284,0.14285714285714285,1787.4285714285713,1790.857142857143,357,21.0,-1.5714285714285714,0.14285714285714285,340.57142857142856,345.42857142857144,5709,2.0,-5.428571428571429,-5.0,5727.142857142857,5745.857142857143,4560,-8.0,-3.142857142857143,2.2857142857142856,4548.285714285715,4563.785714285715,1020,8.0,-2.2857142857142856,-5.642857142857143,1051.7142857142858,1050.142857142857,129,2.0,0.0,-1.6428571428571428,127.14285714285714,131.92857142857142
122,2020-08-12,34646,46.0,-58.0,-34.07142857142857,34729.71428571428,34895.28571428572,12618,-257.0,-86.57142857142857,-46.07142857142857,13465.42857142857,13635.785714285714,20400,200.0,12.714285714285714,-0.5714285714285714,19749.285714285714,19780.14285714286,1628,103.0,15.857142857142858,12.571428571428571,1515.0,1479.357142857143,3793,0.0,-3.0,-1.5714285714285714,3792.285714285714,3800.9285714285716,1568,-53.0,-8.285714285714286,-5.142857142857143,1659.0,1661.0714285714287,1842,27.0,0.0,1.4285714285714286,1787.4285714285713,1792.2857142857142,383,26.0,5.285714285714286,2.142857142857143,345.85714285714283,347.57142857142856,5709,0.0,-4.571428571428571,-5.928571428571429,5722.571428571428,5739.928571428572,4506,-54.0,-13.142857142857142,-6.571428571428571,4535.142857142857,4557.214285714285,1076,56.0,9.285714285714286,2.2142857142857144,1061.0,1052.357142857143,127,-2.0,-0.7142857142857143,-1.5714285714285714,126.42857142857143,130.35714285714286
123,2020-08-13,34629,-17.0,-58.142857142857146,-37.07142857142857,34671.57142857143,34858.21428571428,12745,127.0,-67.28571428571429,-24.428571428571427,13398.142857142857,13611.357142857143,20272,-128.0,-8.857142857142858,-30.0,19740.428571428572,19750.14285714286,1612,-16.0,18.0,17.357142857142858,1533.0,1496.7142857142858,3793,0.0,-2.857142857142857,-2.0,3789.4285714285716,3798.9285714285716,1527,-41.0,-15.0,-2.9285714285714284,1644.0,1658.142857142857,1921,79.0,10.428571428571429,1.0,1797.857142857143,1793.2857142857142,345,-38.0,1.7142857142857142,-0.07142857142857142,347.57142857142856,347.5,5747,38.0,-0.5714285714285714,-3.0714285714285716,5722.0,5736.857142857143,4536,30.0,-5.142857142857143,-3.9285714285714284,4530.0,4553.285714285715,1085,9.0,4.428571428571429,2.4285714285714284,1065.4285714285713,1054.7857142857142,126,-1.0,0.14285714285714285,-1.5714285714285714,126.57142857142857,128.78571428571428
124,2020-08-14,34658,29.0,-52.857142857142854,-36.42857142857143,34618.71428571428,34821.78571428572,12908,163.0,-90.0,-38.285714285714285,13308.142857142857,13573.07142857143,20212,-60.0,37.142857142857146,-11.785714285714286,19777.571428571428,19738.35714285714,1538,-74.0,0.0,13.642857142857142,1533.0,1510.357142857143,3793,0.0,-3.0,-2.2857142857142856,3786.4285714285716,3796.6428571428573,1572,45.0,-9.285714285714286,-3.357142857142857,1634.7142857142858,1654.7857142857142,1891,-30.0,7.428571428571429,1.3571428571428572,1805.2857142857142,1794.642857142857,330,-15.0,-1.1428571428571428,-0.2857142857142857,346.42857142857144,347.2142857142857,5729,-18.0,-1.7142857142857142,-3.7142857142857144,5720.285714285715,5733.142857142857,4457,-79.0,-21.285714285714285,-11.214285714285714,4508.714285714285,4542.071428571428,1145,60.0,19.285714285714285,9.0,1084.7142857142858,1063.7857142857142,127,1.0,0.2857142857142857,-1.5,126.85714285714286,127.28571428571429
125,2020-08-15,34596,-62.0,3.7142857142857144,-26.428571428571427,34622.42857142857,34795.357142857145,13445,537.0,-55.714285714285715,-36.0,13252.42857142857,13537.07142857143,19570,-642.0,46.142857142857146,-2.857142857142857,19823.714285714286,19735.5,1581,43.0,13.285714285714286,12.428571428571429,1546.2857142857142,1522.7857142857142,3791,-2.0,2.857142857142857,0.14285714285714285,3789.285714285714,3796.785714285714,1660,88.0,0.14285714285714285,3.5714285714285716,1634.857142857143,1658.357142857143,1786,-105.0,-0.5714285714285714,-3.857142857142857,1804.7142857142858,1790.7857142857142,345,15.0,3.2857142857142856,0.42857142857142855,349.7142857142857,347.64285714285717,5726,-3.0,-0.42857142857142855,-1.5714285714285714,5719.857142857143,5731.571428571428,4637,180.0,23.0,7.928571428571429,4531.714285714285,4550.0,973,-172.0,-23.714285714285715,-8.785714285714286,1061.0,1055.0,116,-11.0,0.2857142857142857,-0.7142857142857143,127.14285714285714,126.57142857142857
126,2020-08-16,34610,14.0,3.2857142857142856,-27.5,34625.71428571428,34767.857142857145,14152,707.0,2.857142857142857,-47.642857142857146,13255.285714285714,13489.42857142857,18914,-656.0,-8.571428571428571,11.142857142857142,19815.14285714286,19746.64285714286,1544,-37.0,9.0,9.0,1555.2857142857142,1531.7857142857142,3792,1.0,2.7142857142857144,0.14285714285714285,3792.0,3796.9285714285716,1721,61.0,-2.142857142857143,-4.285714285714286,1632.7142857142858,1654.0714285714287,1731,-55.0,6.571428571428571,4.928571428571429,1811.2857142857142,1795.7142857142858,340,-5.0,-1.7142857142857142,-0.5,348.0,347.14285714285717,5724,-2.0,1.7142857142857142,-1.6428571428571428,5721.571428571428,5729.928571428572,4567,-70.0,15.571428571428571,-0.5,4547.285714285715,4549.5,1031,58.0,-12.142857142857142,-0.7142857142857143,1048.857142857143,1054.2857142857142,126,10.0,-1.7142857142857142,-0.42857142857142855,125.42857142857143,126.14285714285714
127,2020-08-17,34718,108.0,11.0,-24.0,34636.71428571428,34743.857142857145,13841,-311.0,-29.0,-55.5,13226.285714285714,13433.92857142857,19367,453.0,32.714285714285715,30.5,19847.85714285714,19777.14285714286,1510,-34.0,7.285714285714286,1.0,1562.5714285714287,1532.7857142857142,3807,15.0,2.5714285714285716,-0.5,3794.5714285714284,3796.4285714285716,1748,27.0,-1.7142857142857142,-2.5,1631.0,1651.5714285714287,1724,-7.0,4.428571428571429,4.142857142857143,1815.7142857142858,1799.857142857143,335,-5.0,-0.14285714285714285,-2.142857142857143,347.85714285714283,345.0,5740,16.0,4.714285714285714,-0.5,5726.285714285715,5729.428571428572,4580,13.0,1.7142857142857142,0.7142857142857143,4549.0,4550.214285714285,1032,1.0,2.857142857142857,-1.4285714285714286,1051.7142857142858,1052.857142857143,128,2.0,0.14285714285714285,0.21428571428571427,125.57142857142857,126.35714285714286
128,2020-08-18,34689,-29.0,12.714285714285714,-25.285714285714285,34649.42857142857,34718.57142857143,12525,-1316.0,-50.0,-69.78571428571429,13176.285714285714,13364.142857142857,20645,1278.0,63.57142857142857,46.857142857142854,19911.428571428572,19824.0,1519,9.0,-0.8571428571428571,-2.357142857142857,1561.7142857142858,1530.4285714285713,3793,-14.0,0.0,-1.5,3794.5714285714284,3794.9285714285716,1550,-198.0,-10.142857142857142,-7.5,1620.857142857143,1644.0714285714287,1909,185.0,13.428571428571429,8.428571428571429,1829.142857142857,1808.2857142857142,334,-1.0,-3.2857142857142856,-2.4285714285714284,344.57142857142856,342.57142857142856,5739,-1.0,4.285714285714286,-0.5714285714285714,5730.571428571428,5728.857142857143,4526,-54.0,-4.857142857142857,-4.0,4544.142857142857,4546.214285714285,1069,37.0,7.0,2.357142857142857,1058.7142857142858,1055.2142857142858,144,16.0,2.142857142857143,1.0714285714285714,127.71428571428571,127.42857142857143
129,2020-08-19,34707,18.0,8.714285714285714,-24.642857142857142,34658.142857142855,34693.92857142857,12590,65.0,-4.0,-45.285714285714285,13172.285714285714,13318.857142857143,20598,-47.0,28.285714285714285,20.5,19939.714285714286,19844.5,1519,0.0,-15.571428571428571,0.14285714285714285,1546.142857142857,1530.5714285714287,3793,0.0,0.0,-1.5,3794.5714285714284,3793.4285714285716,1558,8.0,-1.4285714285714286,-4.857142857142857,1619.4285714285713,1639.2142857142858,1878,-31.0,5.142857142857143,2.5714285714285716,1834.2857142857142,1810.857142857143,357,23.0,-3.7142857142857144,0.7857142857142857,340.85714285714283,343.35714285714283,5723,-16.0,2.0,-1.2857142857142858,5732.571428571428,5727.571428571428,4633,107.0,18.142857142857142,2.5,4562.285714285715,4548.714285714285,966,-103.0,-15.714285714285714,-3.2142857142857144,1043.0,1052.0,124,-20.0,-0.42857142857142855,-0.5714285714285714,127.28571428571429,126.85714285714286
130,2020-08-20,34694,-13.0,9.285714285714286,-24.428571428571427,34667.42857142857,34669.5,12648,58.0,-13.857142857142858,-40.57142857142857,13158.42857142857,13278.285714285714,20520,-78.0,35.42857142857143,13.285714285714286,19975.14285714286,19857.785714285714,1526,7.0,-12.285714285714286,2.857142857142857,1533.857142857143,1533.4285714285713,3793,0.0,0.0,-1.4285714285714286,3794.5714285714284,3792.0,1520,-38.0,-1.0,-8.0,1618.4285714285713,1631.2142857142858,1922,44.0,0.14285714285714285,5.285714285714286,1834.4285714285713,1816.142857142857,351,-6.0,0.8571428571428571,1.2857142857142858,341.7142857142857,344.64285714285717,5721,-2.0,-3.7142857142857144,-2.142857142857143,5728.857142857143,5725.428571428572,4528,-105.0,-1.1428571428571428,-3.142857142857143,4561.142857142857,4545.571428571428,1072,106.0,-1.8571428571428572,1.2857142857142858,1041.142857142857,1053.2857142857142,121,-3.0,-0.7142857142857143,-0.2857142857142857,126.57142857142857,126.57142857142857
131,2020-08-21,34711,17.0,7.571428571428571,-22.642857142857142,34675.0,34646.857142857145,12741,93.0,-23.857142857142858,-56.92857142857143,13134.57142857143,13221.357142857143,20482,-38.0,38.57142857142857,37.857142857142854,20013.714285714286,19895.64285714286,1488,-38.0,-7.142857142857143,-3.5714285714285716,1526.7142857142858,1529.857142857143,3805,12.0,1.7142857142857142,-0.6428571428571429,3796.285714285714,3791.3571428571427,1633,113.0,8.714285714285714,-0.2857142857142857,1627.142857142857,1630.9285714285713,1850,-72.0,-5.857142857142857,0.7857142857142857,1828.5714285714287,1816.9285714285713,322,-29.0,-1.1428571428571428,-1.1428571428571428,340.57142857142856,343.5,5712,-9.0,-2.4285714285714284,-2.0714285714285716,5726.428571428572,5723.357142857143,4508,-20.0,7.285714285714286,-7.0,4568.428571428572,4538.571428571428,1077,5.0,-9.714285714285714,4.785714285714286,1031.4285714285713,1058.0714285714287,127,6.0,0.0,0.14285714285714285,126.57142857142857,126.71428571428571
132,2020-08-22,34645,-66.0,7.0,5.357142857142857,34682.0,34652.21428571428,13163,422.0,-40.285714285714285,-48.0,13094.285714285714,13173.357142857143,20033,-449.0,66.14285714285714,56.142857142857146,20079.85714285714,19951.785714285714,1449,-39.0,-18.857142857142858,-2.7857142857142856,1507.857142857143,1527.0714285714287,3792,-13.0,0.14285714285714285,1.5,3796.4285714285716,3792.8571428571427,1660,27.0,0.0,0.07142857142857142,1627.142857142857,1631.0,1793,-57.0,1.0,0.21428571428571427,1829.5714285714287,1817.142857142857,339,17.0,-0.8571428571428571,1.2142857142857142,339.7142857142857,344.7142857142857,5712,0.0,-2.0,-1.2142857142857142,5724.428571428572,5722.142857142857,4545,37.0,-13.142857142857142,4.928571428571429,4555.285714285715,4543.5,1050,-27.0,11.0,-6.357142857142857,1042.4285714285713,1051.7142857142858,117,-10.0,0.14285714285714285,0.21428571428571427,126.71428571428571,126.92857142857143
133,2020-08-23,34710,65.0,14.285714285714286,8.785714285714286,34696.28571428572,34661.0,13864,701.0,-41.142857142857146,-19.142857142857142,13053.142857142857,13154.214285714286,19317,-716.0,57.57142857142857,24.5,20137.428571428572,19976.285714285714,1529,80.0,-2.142857142857143,3.4285714285714284,1505.7142857142858,1530.5,3807,15.0,2.142857142857143,2.4285714285714284,3798.5714285714284,3795.285714285714,1728,68.0,1.0,-0.5714285714285714,1628.142857142857,1630.4285714285713,1745,-48.0,2.0,4.285714285714286,1831.5714285714287,1821.4285714285713,334,-5.0,-0.8571428571428571,-1.2857142857142858,338.85714285714283,343.42857142857144,5720,8.0,-0.5714285714285714,0.5714285714285714,5723.857142857143,5722.714285714285,4572,27.0,0.7142857142857143,8.142857142857142,4556.0,4551.642857142857,1007,-43.0,-3.4285714285714284,-7.785714285714286,1039.0,1043.9285714285713,141,24.0,2.142857142857143,0.21428571428571427,128.85714285714286,127.14285714285714
